,API,X,Y,Pore Pressure,Thickness,Porosity,Oil Saturation,Cum. Gas,MDS 1,MDS 2,NS_MDS 1,NS_MDS 2,DB-label
10,100161206120W500,271.082541,6076.346344,17.7670002,35.357399,0.07025160000000001,0.06518260000000001,1.4744798000000001,-0.28059333994865093,0.0649000533914002,0.4280753834352867,0.5270221820713523,0
11,100042706019W500,262.1488114,6070.358406,16.4386997,34.912799799999995,0.0712897,0.056188300000000004,0.01088622,-1.4202570603766496,0.3904230870508237,0.2787872887826719,0.5894059246892465,0
12,100131106018W500,254.232979,6064.501163,15.533100099999999,34.2508011,0.066501,0.0650646,0.45063450000000005,-1.9718483258305777,-0.23885874489177278,0.20653263368518687,0.46880937151538954,0
13,102092206321W500,279.60075730000005,6100.672625,17.7889004,34.1165009,0.0813561,0.13046300000000002,0.47803056,1.7225089487898058,2.532933673765828,0.6904679811111629,0.9999999999999999,0
14,102020806220W500,275.74667189999997,6089.10114,17.9405003,38.4967995,0.0695513,0.06031330000000001,0.8013225,-0.13811229303688136,1.2727384473591938,0.44673941883125395,0.7584942184622746,3
15,102040806219W500,266.60803930000003,6088.036096,17.659500100000002,37.5485001,0.07063639999999999,0.0626255,0.5099511999999999,-0.2682990484560426,0.9870836111168837,0.42968585090839895,0.7037508794691227,3
16,103110106221W502,279.7423216,6085.131236,18.3029003,34.415798200000005,0.0652439,0.0943323,1.6364621000000001,1.3372310793070363,-1.6322769065287008,0.6399992349223302,0.20177253858391764,4
17,100132606018W500,253.32022990000002,6068.934174,14.582699800000002,37.333999600000006,0.06355980000000001,0.07137669999999999,0.57010756,-2.9430328735052664,1.0622766500032406,0.07931414977664714,0.718160990888309,0
18,102132706119W500,264.1950228,6079.17069,17.0300999,37.912799799999995,0.07072310000000001,0.0630942,0.39442628,-0.6596176421226131,1.281112429410151,0.3784258114744123,0.7600990214621763,3
19,102100406020W502,277.60155499999996,6070.300495,17.550199499999998,33.0267982,0.0689163,0.076864,2.8334282,-0.09433416152402907,-0.9845174661470865,0.4524740524111936,0.3259101694999411,1
20,102071306119W502,260.4639889,6080.037566,16.722999599999998,40.230701399999994,0.070289,0.08189439999999999,1.5085091999999998,-0.31536370406264186,2.459249239482183,0.4235207053175995,0.9858789999232271,0
21,100141106120W500,273.428991,6076.954675999999,17.9584007,34.0054016,0.06926080000000001,0.0687777,0.3993645,-0.05488467599735944,-0.691618678806769,0.4576416631929869,0.382041750596131,1
22,100022906221W500,286.1872107,6096.293947,18.2786007,36.8069992,0.0729948,0.10906500000000001,2.058497,1.200678847212294,0.8271750713358609,0.6221118334155682,0.673105757137965,2
23,100131506321W502,281.38975489999996,6099.865047,17.884899100000002,34.6633987,0.0799254,0.125392,1.2296593999999998,1.5601124150007009,2.1987304040840936,0.6691951541596656,0.9359527633927834,0
24,102110206221W500,281.31074060000003,6085.262583,18.2537994,34.4915009,0.0653962,0.0941105,1.0947215000000001,1.309938714377181,-1.5304515615803351,0.6364241231714606,0.22128650673488764,4
25,103041506220W500,272.07982769999995,6091.15517,17.9092007,38.8577003,0.0689748,0.05289019999999999,1.0304696,-0.3123438019681971,1.4862527926683446,0.42391629168367934,0.7994124410938873,3
26,100071606321W500,285.1232622,6103.968365,17.6858997,32.7966003,0.0758313,0.169212,1.7826706,3.018206772388532,0.2853772725740539,0.8601954681438734,0.5692747807276733,0
27,100012606220W500,269.83817880000004,6093.546733,17.547800100000003,36.17200089999999,0.0693306,0.0851291,1.2654176000000001,0.3352674456273838,0.23493176154050027,0.5087489028269373,0.5596073242003485,1
28,100011606221W500,283.24150699999996,6091.997459,18.1105995,38.01279829999999,0.0692854,0.0817068,0.5564686,0.5568136043185705,0.7933250199241492,0.5377699230768336,0.66661868041368,2
29,1S2042606020W500,273.4200472,6074.975364,18.0018005,32.763401,0.0685403,0.07024119999999999,1.3158625,0.023946739053363624,-1.3778460158119163,0.4679680353857178,0.2505320718866325,1
30,100080505919W500,272.15493819999995,6058.299837,17.3290997,33.388401,0.0673957,0.060297199999999995,0.6842701999999999,-0.507469566529372,-1.0423674527765996,0.3983561610180889,0.3148237077040611,1
31,100112606120W500,272.6642997,6080.950074,18.0543003,38.04370120000001,0.0716569,0.061514400000000004,2.1263202000000003,-0.08190764958654595,1.4500848298865179,0.45410183985153446,0.7924811562141952,3
32,100142106120W500,277.4305245,6082.576817,18.033500699999998,35.01549910000001,0.067034,0.08517469999999999,1.6704852,0.8986764574365532,-0.7826761487032698,0.5825516012681196,0.3645913548388736,1
33,102162106020W500,276.94231030000003,6070.283848,17.7612,33.081001300000004,0.0698605,0.0754484,2.1694152,-0.172802379365634,-0.8935746716257911,0.442195256550288,0.3433385886891781,1
34,100043106020W500,280.3520481,6077.789826,17.7390995,34.745700799999995,0.0678275,0.08019789999999999,2.0243405,0.45159297998756326,-0.5694341745467681,0.5239867463002355,0.4054573798373653,1
35,100083606019W500,262.54935730000005,6072.937062,16.515600199999998,36.208301500000005,0.0733188,0.040814300000000005,0.89069475,-1.5103903783554555,1.9756127258753953,0.26698044518084085,0.893194143044473,0
36,102030506018W500,260.3985977,6065.436423,16.3694,29.4417992,0.0719692,0.07422139999999999,0.5162262,-1.5528179315106407,-2.289304167415381,0.26142272805974887,0.07585880807052503,0
37,102161505919W500,268.3292972,6061.24615,17.491300600000002,33.5677986,0.0687112,0.0594919,1.1620055,-0.5262836612468917,-0.8249261177021185,0.3958916442464771,0.35649450478802347,1
38,102110106220W500,269.30319260000005,6088.387018,17.8139,38.1295013,0.06994860000000001,0.061365199999999995,1.320199,-0.1613420715489946,1.1384188924391958,0.4436964779083181,0.7327530091583391,3
39,102140806120W500,278.0231033,6077.0959219999995,17.860300100000003,33.8097,0.06882680000000001,0.0726336,2.3810065,0.04710542677823076,-0.7931394328480409,0.47100166390536735,0.3625861547223491,1
40,102160305919W500,269.17485669999996,6056.076555,17.469200100000002,34.199600200000006,0.0669933,0.048791,0.195957,-0.7170253400952141,-0.9425315275391813,0.37090579860122563,0.3339564203542712,1
41,102132506121W500,280.5832267,6082.7286810000005,18.2502003,34.3507996,0.0652231,0.0938405,1.01666275,1.3150484117511814,-1.6031451347227341,0.6370934583196651,0.20735539683488874,4
42,100083406220W500,272.0807815,6095.274700999999,17.384899100000002,34.6871986,0.0704722,0.10215199999999999,1.6297958000000001,0.760955540021127,0.0070446633881153945,0.5645111100370416,0.5159346847644829,1
43,100163306020W502,275.89530299999996,6074.261484000001,18.0709991,32.1621017,0.0680355,0.07067910000000001,1.8553433999999998,0.05888489822190534,-1.7075470976315386,0.47254469349937833,0.1873476415934579,1
44,100110606319W500,268.34552090000005,6093.690861,17.4333992,35.4866982,0.0689137,0.09200850000000001,1.2566298,0.5384706044721229,-0.027185099761126572,0.5353671164873065,0.5093748394897306,1
45,100160406221W500,283.50725530000005,6087.333142,18.049900100000002,36.0591011,0.0683063,0.08860019999999999,0.42996622,0.9159223411060109,-0.21342857401476947,0.5848106931980155,0.4736828491826561,1
46,100163106220W502,275.7213191,6094.440707,17.835800199999998,36.038501700000005,0.0751028,0.0980412,1.0620768999999999,0.6872833603619795,1.3696599616415477,0.5548605621314814,0.7770684088449216,2
47,100012406122W500,291.00419289999996,6083.750427,17.6119003,35.8147011,0.0678243,0.08525010000000001,0.78305344,0.6370672801582653,-0.21080092165962347,0.5482826016329934,0.4741864165842312,1
48,100013206120W500,276.00388389999995,6086.551683,17.968000399999998,37.004100799999996,0.0694557,0.0712451,1.5126568999999999,0.1219855158294383,0.5469669617286163,0.4808104396183248,0.6194062373446166,1
49,100163206121W500,287.2109364,6089.529578,18.3083992,37.292800899999996,0.07036619999999999,0.09062569999999999,1.2090914,0.8617789466229325,0.5754281752291961,0.5777182815896437,0.6248605887545716,2
50,102130906019W500,268.54956980000003,6066.601454,17.4090996,33.2094994,0.07177280000000001,0.0732081,0.50663712,-0.7658374719005235,-0.48024466646009045,0.36451174566918154,0.42254979647574414,1
51,100130306019W500,269.1645816,6066.192067,17.426200899999998,32.8482018,0.0714745,0.0751712,1.7036151000000002,-0.736691474185716,-0.6473215864619319,0.36832967054263366,0.3905309145624899,1
52,100160206019W500,264.53062919999996,6064.212989,16.6567001,31.028900099999998,0.07129450000000001,0.0688247,0.6944093000000001,-1.4167606523648557,-1.5741977463102084,0.2792452941406145,0.21290291956434504,0
53,100020206118W500,253.00335609999996,6074.277992,14.553199800000002,37.4346008,0.06342919999999999,0.07200110000000001,0.008318848,-3.003385803229182,1.0611768828328856,0.07140833183782319,0.717950229790012,0
54,100163306017W500,246.83535240000003,6069.342789,14.1952,35.585300399999994,0.0613596,0.074235,0.23432260000000002,-3.472176352739654,0.14984238029848504,0.010000000000000009,0.5433006622746324,0
